,companyName,Ranking Actual,craftWebsite,imgUrl
164,Targa Resources,365,https://craft.co/targa-resources,https://uploads2.craft.co/uploads/company/logo/113xx/11389/normal_a10a6679f7d176fc.png
165,Coty,366,https://craft.co/coty,https://uploads1.craft.co/uploads/company/logo/650xx/65034/normal_de3365ce75acfd80.jpeg
166,Dana,367,https://craft.co/dana,https://uploads2.craft.co/uploads/company/logo/1148xx/114848/normal_danalogo.jpg
167,Thrivent Financial for Lutherans,368,https://craft.co/thrivent,
168,Autoliv,369,https://craft.co/autoliv,https://uploads3.craft.co/uploads/company/logo/1159xx/115946/normal_3f52da02464f0354.png
169,SpartanNash,370,https://craft.co/spartannash,https://uploads1.craft.co/uploads/company/logo/127xx/12790/normal_01bc269e001a67c1.jpg
170,Eversource Energy,371,https://craft.co/eversource-energy,https://uploads2.craft.co/uploads/company/logo/2493xx/249303/normal_25abb071ffb2671d.png
171,Darden Restaurants,372,https://craft.co/darden-restaurants,https://uploads1.craft.co/uploads/company/logo/1266xx/126695/normal_Darden_swoosh.jpg
172,Chesapeake Energy,373,https://craft.co/chesapeake-energy-corporation,https://uploads5.craft.co/uploads/company/logo/110xx/11025/normal_ff67a03e16cffb4f.jpg
173,National Oilwell Varco,374,https://craft.co/national-oilwell-varco,https://uploads2.craft.co/uploads/company/logo/1708xx/170807/normal_1a566c6db1693585.png
174,Fidelity National Financial,375,https://craft.co/fidelity-national-financial,https://uploads4.craft.co/uploads/company/logo/1184xx/118427/normal_6f54ccf7d086f684.jpg
175,Erie Insurance Group,376,https://craft.co/erie-insurance-group,https://uploads1.craft.co/uploads/company/logo/2564xx/256439/normal_7474e6fe8f19c210.jpg
176,Oshkosh,377,https://craft.co/oshkosh-corporation,https://uploads5.craft.co/uploads/company/logo/2117xx/211741/normal_89a4aba98083fb0e.jpg
177,Casey's General Stores,378,https://craft.co/caseys-general-stores,https://uploads2.craft.co/uploads/company/logo/1528xx/152819/normal_be96b06a7772d7b7.jpeg
178,WESCO International,379,https://craft.co/wesco,https://uploads1.craft.co/uploads/company/logo/118xx/11854/normal_03705624b76944ee.jpg
179,Tractor Supply,380,https://craft.co/tractor-supply-company,https://uploads4.craft.co/uploads/company/logo/131xx/13160/normal_279f89824eb02105.png
180,CommScope Holding,381,https://craft.co/commscope,https://uploads4.craft.co/uploads/company/logo/121xx/12118/normal_1ffe9a30e879cbe5.jpg
181,Huntsman,382,https://craft.co/huntsman-corporation,https://uploads2.craft.co/uploads/company/logo/1146xx/114680/normal_1c696edb35faf643.jpg
182,American Financial Group,383,https://craft.co/american-financial-group,https://uploads4.craft.co/uploads/company/logo/106xx/10671/normal_16b310de6bb0d6fd.jpeg
183,Masco,384,https://craft.co/masco-corporation,https://uploads2.craft.co/uploads/company/logo/1142xx/114222/normal_1474d667be8bfeda.jpg
184,Sanmina,385,https://craft.co/sanmina,https://uploads2.craft.co/uploads/company/logo/1250xx/125055/normal_9188704b552a4eed.jpg
185,Amphenol,386,https://craft.co/amphenol,https://uploads5.craft.co/uploads/company/logo/2492xx/249283/normal_0cce8f0f0e6090bc.png
186,Williams,387,https://craft.co/williams,https://uploads3.craft.co/uploads/company/logo/14985xx/1498529/normal_5f592b9e6d9edc8b.jpg
187,Westinghouse Air Brake,388,https://craft.co/westinghouse-air-brake,
188,Expeditors Intl. of Washington,389,https://craft.co/expeditors-international,https://uploads2.craft.co/uploads/company/logo/582xx/58245/normal_225c30d0bf82067c.png
189,Andersons,390,https://craft.co/the-andersons,https://uploads5.craft.co/uploads/company/logo/1174xx/117440/normal_AAEAAQAAAAAAAAQQAAAAJGVkZGY2ODM0LTE4ZGItNDUxMS05MmFiLWI4M2MyMWQwZWVhZg.png
190,Westlake Chemical,391,https://craft.co/westlake-chemical,https://uploads1.craft.co/uploads/company/logo/1556xx/155688/normal_59c3dcb67c752355.png
191,Constellation Brands,392,https://craft.co/constellation-brands,https://uploads5.craft.co/uploads/company/logo/1374xx/137464/normal_fcaa11bb99b769f5.jpg
192,Frontier Communications,393,https://craft.co/frontier-communications,https://uploads5.craft.co/uploads/company/logo/162xx/16249/normal_319c3948e67f8894.png
193,JetBlue Airways,394,https://craft.co/jetblue-airways,https://uploads3.craft.co/uploads/company/logo/19xx/1943/normal_33888910ac88b4cc.jpg
194,Citizens Financial Group,395,https://craft.co/citizens-financial-group,https://uploads2.craft.co/uploads/company/logo/106xx/10611/normal_ef43ba6702cc85ce.png
195,Raymond James Financial,396,https://craft.co/raymond-james,https://uploads4.craft.co/uploads/company/logo/321xx/32136/normal_0d010441345eec7a.png
