,companyName,Ranking Actual,craftWebsite,imgUrl
196,Foot Locker,397,https://craft.co/foot-locker,https://uploads5.craft.co/uploads/company/logo/19xx/1960/normal_a215606a0ff20ad2.jpg
197,Hershey,398,https://craft.co/hershey,https://uploads4.craft.co/uploads/company/logo/20xx/2031/normal_8848bb14d0a1a09e.jpg
198,Zimmer Biomet Holdings,399,https://craft.co/zimmer-biomet,https://uploads4.craft.co/uploads/company/logo/1149xx/114947/normal_83c47f71b6f8a7b7.png
199,Cincinnati Financial,400,https://craft.co/cincinnati-financial-corporation,https://uploads4.craft.co/uploads/company/logo/122xx/12225/normal_1a03ff16e75ff976.png
200,Western & Southern Financial Group,401,https://craft.co/western-southern-financial-group,https://uploads5.craft.co/uploads/company/logo/2568xx/256872/normal_e551b38dbc7a2be9.jpg
201,W.R. Berkley,402,https://craft.co/wr-berkley-corporation,https://uploads4.craft.co/uploads/company/logo/119xx/11919/normal_457153b863eb88f0.jpeg
202,Motorola Solutions,403,https://craft.co/motorola-solutions,https://uploads1.craft.co/uploads/company/logo/18xx/1895/normal_2X4iJQBW.png
203,Thor Industries,404,https://craft.co/thor-industries,https://uploads3.craft.co/uploads/company/logo/115xx/11509/normal_94ac732718ae6a41.jpg
204,Regeneron Pharmaceuticals,405,https://craft.co/regeneron-pharmaceuticals,https://uploads5.craft.co/uploads/company/logo/1201xx/120182/normal_2d98da049c9d4632.png
205,Spirit AeroSystems Holdings,406,https://craft.co/spirit-aerosystems,https://uploads1.craft.co/uploads/company/logo/914xx/91448/normal_64c1ef71403c85dd.jpg
206,J.M. Smucker,407,https://craft.co/the-jm-smucker,https://uploads2.craft.co/uploads/company/logo/1153xx/115374/normal_c4e25da37b4afb0a.jpg
207,PPL,408,https://craft.co/ppl-corporation,https://uploads3.craft.co/uploads/company/logo/112xx/11259/normal_cd9a4f83d9036a8b.png
208,Insight Enterprises,409,https://craft.co/insight,https://uploads5.craft.co/uploads/company/logo/1457xx/145728/normal_LIfbIrkf.png
209,Quest Diagnostics,410,https://craft.co/quest-diagnostics,https://uploads3.craft.co/uploads/company/logo/513xx/51377/normal_a94f27ced273499c.jpeg
210,KeyCorp,411,https://craft.co/keycorp,https://uploads2.craft.co/uploads/company/logo/1157xx/115726/normal_65db4a8b1455e9f4.jpg
211,Veritiv,412,https://craft.co/veritiv,https://uploads5.craft.co/uploads/company/logo/118xx/11869/normal_bf8954798113c20a.jpg
212,DCP Midstream,413,https://craft.co/dcp-midstream,https://uploads1.craft.co/uploads/company/logo/1961xx/196148/normal_89bdff124c6ec12f.jpg
213,American Tower,414,https://craft.co/american-tower,https://uploads5.craft.co/uploads/company/logo/18xx/1891/normal_759cdea07bcf42e7.png
214,Graybar Electric,415,https://craft.co/graybar-electric,https://uploads5.craft.co/uploads/company/logo/2545xx/254515/normal_c1ab75154b2cb2d7.jpeg
215,WEC Energy Group,416,https://craft.co/wec-energy,https://uploads5.craft.co/uploads/company/logo/2493xx/249381/normal_3005327a1b68af6d.jpg
216,NVR,417,https://craft.co/nvr,https://uploads3.craft.co/uploads/company/logo/2122xx/212209/normal_de5ae322d7c5fb1e.png
217,Ulta Beauty,418,https://craft.co/ulta-beauty,https://uploads1.craft.co/uploads/company/logo/1244xx/124411/normal_AAEAAQAAAAAAAAMYAAAAJDczMzFjYjI3LTMwMWUtNGU2ZC05MTA1LWEyMWE3MmZhZGIwZQ.png
218,Devon Energy,419,https://craft.co/devon-energy,https://uploads2.craft.co/uploads/company/logo/1481xx/148126/normal_1cfe5bdb1f0524f3.png
219,Blackstone Group,420,https://craft.co/blackstone-group,
220,Dean Foods,421,https://craft.co/dean-foods,https://uploads5.craft.co/uploads/company/logo/383xx/38317/normal_0244f968f47cb42b.png
221,Fortive,422,https://craft.co/fortive,https://uploads5.craft.co/uploads/company/logo/2493xx/249350/normal_956d6bf1ef05bad1.png
222,UGI,423,https://craft.co/ugi-corporation,https://uploads4.craft.co/uploads/company/logo/1170xx/117037/normal_ca5271bd4ebbe09d.png
223,Burlington Stores,424,https://craft.co/burlington-stores,https://uploads5.craft.co/uploads/company/logo/19xx/1957/normal_d10632dd8daf020e.jpg
224,Builders FirstSource,425,https://craft.co/builders-firstsource,https://uploads4.craft.co/uploads/company/logo/1965xx/196509/normal_ac69cb10fcf591d7.jpg
225,Toll Brothers,426,https://craft.co/toll-brothers,https://uploads1.craft.co/uploads/company/logo/531xx/53182/normal_66f59db3ad6be864.jpeg
226,Old Republic International,427,https://craft.co/old-republic-international-corporation,https://uploads4.craft.co/uploads/company/logo/116xx/11667/normal_93ec7bb976e18472.png
227,Asbury Automotive Group,428,https://craft.co/asbury-automotive-group,https://uploads1.craft.co/uploads/company/logo/1945xx/194542/normal_c06dc0775aac79b9.png
228,Arthur J. Gallagher,429,https://craft.co/gallagher-global,https://uploads4.craft.co/uploads/company/logo/2493xx/249308/normal_19d8946bc9cc7846.jpg
229,MasTec,430,https://craft.co/mastec,https://uploads1.craft.co/uploads/company/logo/1163xx/116366/normal_4b8b8a5dcd592460.jpg
230,Owens Corning,431,https://craft.co/owens-corning,https://uploads1.craft.co/uploads/company/logo/1193xx/119364/normal_459bdfd4bf03b32b.jpg
231,Magellan Health,432,https://craft.co/magellan-health,https://uploads1.craft.co/uploads/company/logo/128xx/12833/normal_c9f5ccc0d6d2cb67.jpg
232,Dover,433,https://craft.co/dover,https://uploads3.craft.co/uploads/company/logo/635xx/63518/normal_21ac2b29bd1276a9.png
233,Beacon Roofing Supply,434,https://craft.co/beacon-roofing-supply,https://uploads3.craft.co/uploads/company/logo/1952xx/195212/normal_Lighthouse.png
234,Avery Dennison,435,https://craft.co/avery-dennison-corporation,https://uploads4.craft.co/uploads/company/logo/103xx/10363/normal_184d2dee035d6199.png
235,Hanesbrands,436,https://craft.co/hanesbrands,https://uploads2.craft.co/uploads/company/logo/1262xx/126230/normal_hanesbrands_416x416.jpg
236,Packaging Corp. of America,437,https://craft.co/packaging-corporation-of-america,https://uploads4.craft.co/uploads/company/logo/111xx/11135/normal_e33c5faba9084c06.png
237,M&T Bank,438,https://craft.co/mt-bank-corporation,https://uploads2.craft.co/uploads/company/logo/111xx/11105/normal_e3c8ad6e8c1921f1.jpeg
238,NCR,439,https://craft.co/ncr-corporation,https://uploads2.craft.co/uploads/company/logo/117xx/11747/normal_9cfe0614e8ae2c98.png
239,Northern Trust,440,https://craft.co/northern-trust-corp,https://uploads4.craft.co/uploads/company/logo/129xx/12938/normal_f00c0b25d62c3f57.png
240,Cintas,441,https://craft.co/cintas-corporation,https://uploads2.craft.co/uploads/company/logo/125xx/12552/normal_msMzU4XZ.jpg
241,Polaris,442,https://craft.co/polaris,https://uploads1.craft.co/uploads/company/logo/2473xx/247337/normal_a9b9bfe49cce6962.jpeg
242,CMS Energy,443,https://craft.co/cms-energy,https://uploads1.craft.co/uploads/company/logo/1554xx/155466/normal_68c962a35961781a.png
243,Seaboard,444,https://craft.co/seaboard,https://uploads2.craft.co/uploads/company/logo/2493xx/249372/normal_7c8caa76dc9fe08f.jpg
244,Intuit,445,https://craft.co/intuit,https://uploads3.craft.co/uploads/company/logo/18xx/1865/normal_4e5bb379397639d8.jpeg
245,Regions Financial,446,https://craft.co/regions-financial,https://uploads2.craft.co/uploads/company/logo/1299xx/129903/normal_8636b2fa7c8bc8ad.jpeg
246,FM Global,447,https://craft.co/fm-global,https://uploads2.craft.co/uploads/company/logo/1112xx/111212/normal_9ab0333b1f6f18be.jpg
247,Advanced Micro Devices,448,https://craft.co/amd,https://uploads4.craft.co/uploads/company/logo/209xx/20960/normal_e78ac6b21c6d12e9.jpg
248,Ovintiv,449,https://craft.co/ovintiv,https://uploads3.craft.co/uploads/company/logo/108xx/10842/normal_f4c1c8f140b6ec37.png
249,Booz Allen Hamilton Holding,450,https://craft.co/booz-allen-hamilton,https://uploads2.craft.co/uploads/company/logo/110xx/11011/normal_e587363049dcfa06.png
250,S&P Global,451,https://craft.co/sp_global,https://uploads5.craft.co/uploads/company/logo/20xx/2004/normal_e43978d6344feda9.png
251,Rockwell Automation,452,https://craft.co/rockwell-automation,https://uploads3.craft.co/uploads/company/logo/18xx/1837/normal_b3b07117a8b731c6.png
252,O-I Glass,453,https://craft.co/o-i-glass,https://uploads5.craft.co/uploads/company/logo/1585xx/158502/normal_52630d2ae47e713a.png
253,Wynn Resorts,454,https://craft.co/wynn-resorts,https://uploads1.craft.co/uploads/company/logo/19xx/1955/normal_9bd590fe09733e55.jpg
254,Securian Financial Group,455,https://craft.co/securian-financial,https://uploads2.craft.co/uploads/company/logo/11640xx/1164001/normal_7be7da7527b0bb0c.jpg
255,Alliance Data Systems,456,https://craft.co/alliance-data-systems,https://uploads5.craft.co/uploads/company/logo/1148xx/114814/normal_Twitter-logo2.gif
256,Weyerhaeuser,457,https://craft.co/weyerhaeuser,https://uploads4.craft.co/uploads/company/logo/1150xx/115025/normal_bf2343a3c5937a14.jpg
257,Brighthouse Financial,458,https://craft.co/brighthouse-financial,https://uploads5.craft.co/uploads/company/logo/2766xx/276674/normal_10e20aae9c2d0546.jpg
258,Intercontinental Exchange,459,https://craft.co/intercontinental-exchange,https://uploads2.craft.co/uploads/company/logo/108xx/10872/normal_312dc5e17df32fc4.jpg
259,American Axle & Manufacturing,460,https://craft.co/american-axle-manufacturing,https://uploads5.craft.co/uploads/company/logo/1945xx/194512/normal_793841afffcba0cb.jpg
260,Hess,461,https://craft.co/hess,https://uploads2.craft.co/uploads/company/logo/1312xx/131204/normal_uJTWvNy4_400x400.jpg
261,ABM Industries,462,https://craft.co/abm-industries,https://uploads2.craft.co/uploads/company/logo/1919xx/191927/normal_080d5729e45f9307.jpg
262,Activision Blizzard,463,https://craft.co/activision-blizzard,https://uploads2.craft.co/uploads/company/logo/180xx/18076/normal_8a8e59531faa4fc8.jpg
263,GameStop,464,https://craft.co/gamestop,https://uploads5.craft.co/uploads/company/logo/274xx/27464/normal_c92d3e19e9d4e1ed.png
264,Apache,465,https://craft.co/apache-corporation,https://uploads2.craft.co/uploads/company/logo/106xx/10676/normal_7f8db0d446c3c9d1.jpeg
265,Science Applications International,466,https://craft.co/saic,https://uploads5.craft.co/uploads/company/logo/366xx/36689/normal_067127d63b7cbd83.jpg
266,AK Steel Holding,467,https://craft.co/ak-steel,
267,Dillard's,468,https://craft.co/dillards,https://uploads1.craft.co/uploads/company/logo/516xx/51683/normal_p4X10HEZ.png
268,Ralph Lauren,469,https://craft.co/ralph-lauren,https://uploads5.craft.co/uploads/company/logo/19xx/1976/normal_de6943ed717ed9b7.jpg
269,Celanese,470,https://craft.co/celanese,https://uploads3.craft.co/uploads/company/logo/1135xx/113545/normal_0626e8db6f47de06.jpg
270,R.R. Donnelley & Sons,471,https://craft.co/rr-donnelley-sons,https://uploads1.craft.co/uploads/company/logo/624xx/62478/normal_76272d69b6234a32.jpg
271,Zoetis,472,https://craft.co/zoetis,https://uploads5.craft.co/uploads/company/logo/373xx/37395/normal_a0a73daf47d4e825.png
272,Ascena Retail Group,473,https://craft.co/ascena-retail-group,https://uploads4.craft.co/uploads/company/logo/1949xx/194941/normal_c4df68bc93154f2e.jpg
273,Clorox,474,https://craft.co/clorox,https://uploads5.craft.co/uploads/company/logo/20xx/2055/normal_91c25e2f8b9c708e.png
274,Ingredion,475,https://craft.co/ingredion,https://uploads5.craft.co/uploads/company/logo/2120xx/212018/normal_z8jfjgc3lb82hui2eu9v.png
275,First American Financial,476,https://craft.co/first-american-corporation-the,https://uploads5.craft.co/uploads/company/logo/109xx/10949/normal_582f7af46bc4d70c.jpg
276,Graphic Packaging Holding,477,https://craft.co/graphic-packaging,https://uploads5.craft.co/uploads/company/logo/106xx/10652/normal_8038ec70425ad8ad.png
277,NetApp,478,https://craft.co/netapp,https://uploads4.craft.co/uploads/company/logo/18xx/1868/normal_2b7165b9f47e9a38.jpg
278,HD Supply Holdings,479,https://craft.co/hd-supply-holdings,https://uploads5.craft.co/uploads/company/logo/1210xx/121092/normal_293911536ac1b620.jpg
279,TravelCenters of America,480,https://craft.co/travelcenters-of-america,https://uploads5.craft.co/uploads/company/logo/1189xx/118946/normal_7a7ed27b6c5b024b.png
280,Olin,481,https://craft.co/olin-corporation,https://uploads4.craft.co/uploads/company/logo/1152xx/115244/normal_bfce1675d93cd922.jpg
281,Robert Half International,482,https://craft.co/robert-half-international,https://uploads3.craft.co/uploads/company/logo/1155xx/115527/normal_1658f5e6848ff017.png
282,EnLink Midstream,483,https://craft.co/enlink-midstream,https://uploads4.craft.co/uploads/company/logo/104xx/10425/normal_796397013d4cfde8.png
283,Avantor,484,https://craft.co/avantor,https://uploads3.craft.co/uploads/company/logo/13647xx/1364790/normal_f284e86027c51092.jpeg
284,Tapestry,485,https://craft.co/coach,https://uploads3.craft.co/uploads/company/logo/19xx/1958/normal_3f426bea77d27389.jpeg
285,TD Ameritrade Holding,486,https://craft.co/td-ameritrade-holding-corporation,https://uploads4.craft.co/uploads/company/logo/118xx/11815/normal_d20120782d7c1697.png
286,Analog Devices,487,https://craft.co/analog-devices,https://uploads1.craft.co/uploads/company/logo/738xx/73829/normal_446d299ec978312b.png
287,Ameren,488,https://craft.co/ameren-corporation,https://uploads3.craft.co/uploads/company/logo/103xx/10357/normal_de466638bc399280.png
288,Williams-Sonoma,489,https://craft.co/williams-sonoma,https://uploads3.craft.co/uploads/company/logo/838xx/83874/normal_f0bbf22bbc3eb0ad.png
289,Realogy Holdings,490,https://craft.co/realogy-holdings,https://uploads4.craft.co/uploads/company/logo/2026xx/202674/normal_682405151de65df9.jpeg
290,Commercial Metals,491,https://craft.co/commercial-metals,https://uploads2.craft.co/uploads/company/logo/1994xx/199412/normal_cea81c6255b502a1.jpg
291,Rush Enterprises,492,https://craft.co/rush-enterprises,https://uploads4.craft.co/uploads/company/logo/2060xx/206003/normal_b7fbdb11889bbca1.jpeg
292,Franklin Resources,493,https://craft.co/franklin-resources,https://uploads4.craft.co/uploads/company/logo/110xx/11066/normal_7694a659226b3f46.jpeg
293,Fortune Brands Home & Security,494,https://craft.co/fortune-brands-home-security,https://uploads1.craft.co/uploads/company/logo/1051xx/105197/normal_6ae3ae53b2f2bc32.png
294,Levi Strauss,495,https://craft.co/levistrauss,https://uploads1.craft.co/uploads/company/logo/2474xx/247498/normal_717660f935e90e71.jpg
295,Crown Castle International,496,https://craft.co/crown-castle,https://uploads1.craft.co/uploads/company/logo/106xx/10617/normal_db1e65a744a1cd35.jpg
296,Simon Property Group,497,https://craft.co/simon-property-group,https://uploads2.craft.co/uploads/company/logo/286xx/28696/normal_CLH1UbOK.jpeg
297,Cerner,498,https://craft.co/cerner,https://uploads4.craft.co/uploads/company/logo/205xx/20534/normal_388d5c3f11cd9f70.jpeg
298,Post Holdings,499,https://craft.co/post-holdings,https://uploads1.craft.co/uploads/company/logo/1738xx/173823/normal_173224ac259b282d.png
299,Huntington Bancshares,500,https://craft.co/huntington-bancshares,https://uploads5.craft.co/uploads/company/logo/125xx/12597/normal_89b04120527dae76.png
