,companyName,Ranking Actual,craftWebsite,imgUrl,color_rgb,numberOfColor
99,StoneX Group,100,https://craft.co/stonex,https://uploads5.craft.co/uploads/company/logo/1160xx/116022/normal_7a5d6c7837c24a2c.jpg,"[((255, 255, 255), 13189), ((0, 0, 5), 515), ((121, 167, 201), 319), ((81, 86, 92), 109), ((225, 164, 57), 106), ((122, 0, 0), 39), ((193, 137, 140), 35), ((0, 37, 99), 34), ((235, 227, 162), 32), ((0, 50, 25), 13), ((144, 184, 160), 8), ((194, 103, 56), 1)]",12
100,Enterprise Products Partners,101,https://craft.co/enterprise-products-partners,https://uploads2.craft.co/uploads/company/logo/1680xx/168051/normal_a3e4b97848f690ab.png,"[((255, 255, 255), 3983), ((0, 21, 72), 2104), ((94, 108, 140), 313)]",3
101,Enterprise Products Partners,101,https://craft.co/enterprise-products-partners,https://uploads2.craft.co/uploads/company/logo/1680xx/168051/normal_a3e4b97848f690ab.png,"[((255, 255, 255), 3983), ((0, 21, 72), 2104), ((94, 108, 140), 313)]",3
102,3M,103,https://craft.co/3m,https://uploads5.craft.co/uploads/company/logo/18xx/1809/normal_9611e5208df49bc8.jpeg,"[((255, 255, 255), 11149), ((254, 0, 0), 2983), ((252, 124, 123), 265), ((251, 179, 199), 3)]",4
103,Enterprise Products Partners,101,https://craft.co/enterprise-products-partners,https://uploads2.craft.co/uploads/company/logo/1680xx/168051/normal_a3e4b97848f690ab.png,"[((255, 255, 255), 3983), ((0, 21, 72), 2104), ((94, 108, 140), 313)]",3
104,Northwestern Mutual,102,https://craft.co/northwestern-mutual,https://uploads2.craft.co/uploads/company/logo/474xx/47468/normal_e9f6daac1101a36e.jpeg,"[((255, 255, 255), 12224), ((11, 74, 125), 2036), ((125, 142, 170), 125), ((1, 0, 78), 15)]",4
105,3M,103,https://craft.co/3m,https://uploads5.craft.co/uploads/company/logo/18xx/1809/normal_9611e5208df49bc8.jpeg,"[((255, 255, 255), 11149), ((254, 0, 0), 2983), ((252, 124, 123), 265), ((251, 179, 199), 3)]",4
106,Abbott Laboratories,104,https://craft.co/abbott-436,https://uploads2.craft.co/uploads/company/logo/15631xx/1563107/normal_9320cbb41958d4d5.JPEG,"[((255, 255, 255), 12334), ((4, 156, 219), 2062), ((82, 186, 197), 4)]",3
107,CHS,105,https://craft.co/chs,https://uploads3.craft.co/uploads/company/logo/121xx/12111/normal_mq1.jpg,"[((255, 255, 255), 5790), ((94, 94, 94), 316), ((0, 0, 0), 171), ((20, 91, 147), 112), ((143, 178, 184), 10), ((94, 187, 254), 1)]",6
108,Travelers,106,https://craft.co/travelers-insurance,https://uploads3.craft.co/uploads/company/logo/676xx/67655/normal_G-DBaK17_400x400.png,"[((255, 255, 255), 5085), ((229, 27, 36), 1219), ((241, 137, 142), 96)]",3
109,Philip Morris International,107,https://craft.co/philip-morris-international,https://uploads3.craft.co/uploads/company/logo/1209xx/120983/normal_d29de1538400f47c.jpg,"[((255, 255, 255), 14146), ((128, 159, 180), 245), ((52, 67, 72), 9)]",3
110,Raytheon,108,https://craft.co/raytheon,https://uploads2.craft.co/uploads/company/logo/212xx/21200/normal_ea1c623197c4dd92.jpg,"[((206, 17, 39), 11310), ((255, 255, 255), 2936), ((235, 171, 172), 151), ((218, 93, 109), 3)]",4
111,Hewlett Packard Enterprise,109,https://craft.co/hewlett-packard-enterprise,https://uploads2.craft.co/uploads/company/logo/2493xx/249331/normal_f8b9fcd5d8741866.png,"[((255, 255, 255), 13152), ((19, 176, 131), 1248)]",2
112,Arrow Electronics,110,https://craft.co/arrow-electronics,https://uploads3.craft.co/uploads/company/logo/586xx/58647/normal_acfc9f566c4c1316.jpeg,"[((0, 0, 0), 13271), ((255, 255, 255), 971), ((129, 129, 129), 158)]",3
113,ViacomCBS,111,https://craft.co/viacomcbs,https://uploads1.craft.co/uploads/company/logo/14936xx/1493628/normal_baca25e7f54a83dd.png,"[((241, 241, 241), 13423), ((8, 109, 255), 432), ((0, 0, 40), 241), ((88, 155, 250), 200), ((100, 105, 128), 103)]",5
114,Dollar General,112,https://craft.co/dollar-general,https://uploads5.craft.co/uploads/company/logo/890xx/89032/normal_64c9fbd57a3ce0ab.png,"[((255, 242, 0), 2753), ((0, 0, 0), 723), ((125, 119, 0), 118), ((50, 47, 0), 6)]",4
115,US Foods Holding,116,https://craft.co/us-foods,https://uploads3.craft.co/uploads/company/logo/2493xx/249374/normal_2f08bdca10769a4b.jpg,"[((255, 255, 255), 2855), ((91, 135, 38), 507), ((205, 57, 19), 162), ((223, 131, 106), 42), ((159, 159, 161), 31), ((163, 188, 133), 3)]",6
116,Starbucks,114,https://craft.co/starbucks,https://uploads5.craft.co/uploads/company/logo/20xx/2039/normal_ea4b7f0c3179c805.png,"[((255, 255, 255), 7849), ((0, 112, 66), 6306), ((133, 181, 157), 244)]",3
117,Bristol-Myers Squibb,115,https://craft.co/myers-building-products,,0,0
118,US Foods Holding,116,https://craft.co/us-foods,https://uploads3.craft.co/uploads/company/logo/2493xx/249374/normal_2f08bdca10769a4b.jpg,"[((255, 255, 255), 2855), ((91, 135, 38), 507), ((205, 57, 19), 162), ((223, 131, 106), 42), ((159, 159, 161), 31), ((163, 188, 133), 3)]",6
119,Mondelez International,117,https://craft.co/mondelez-international,,0,0
120,Paccar,118,https://craft.co/paccar,https://uploads3.craft.co/uploads/company/logo/1402xx/140217/normal_brand.gif,"[((252, 254, 252), 5572), ((3, 1, 3), 674), ((102, 102, 102), 154)]",3
121,Thermo Fisher Scientific,119,https://craft.co/thermo-fisher-scientific,https://uploads2.craft.co/uploads/company/logo/374xx/37424/normal_AAEAAQAAAAAAAAaZAAAAJGY3OWE4M2Y4LWU0ZDAtNDVkOC1hZDVlLWE5M2FhNDQ4OTRkMg.png,"[((238, 52, 53), 5940), ((255, 255, 255), 248), ((248, 173, 170), 212)]",3
122,Macy's,120,https://craft.co/macy-s,https://uploads3.craft.co/uploads/company/logo/19xx/1968/normal_59f2bd2735821a56.jpg,"[((255, 255, 255), 12347), ((227, 26, 44), 1422), ((55, 55, 55), 384), ((208, 128, 131), 220), ((152, 152, 152), 24), ((158, 35, 63), 3)]",6
123,Jabil,121,https://craft.co/jabil,https://uploads5.craft.co/uploads/company/logo/770xx/77025/normal_5e6a061b30bfdbf8.jpeg,"[((0, 44, 73), 13953), ((254, 255, 255), 355), ((103, 113, 125), 73), ((78, 184, 198), 19)]",4
124,Kraft Heinz,122,https://craft.co/kraftheinz,https://uploads2.craft.co/uploads/company/logo/20xx/2033/normal_159e61c7d190dfdc.jpg,"[((255, 255, 255), 13617), ((223, 11, 10), 259), ((115, 128, 160), 195), ((23, 36, 91), 166), ((236, 126, 125), 163)]",5
125,Duke Energy,123,https://craft.co/duke-energy,https://uploads2.craft.co/uploads/company/logo/591xx/59122/normal_5e7b8b90b33ebc0e.jpg,"[((255, 255, 255), 2794), ((59, 187, 212), 327), ((24, 87, 130), 270), ((82, 188, 77), 199), ((176, 226, 173), 10)]",5
126,Tesla,124,https://craft.co/tesla,https://uploads3.craft.co/uploads/company/logo/18xx/1842/normal_4RxZxsud.png,"[((204, 0, 0), 5635), ((255, 255, 255), 658), ((235, 157, 157), 98), ((221, 87, 87), 9)]",4
127,PBF Energy,125,https://craft.co/pbf-energy,https://uploads5.craft.co/uploads/company/logo/1277xx/127791/normal_2a96a5977202025f.png,"[((255, 255, 255), 3173), ((9, 89, 167), 172), ((209, 77, 99), 169), ((230, 167, 178), 52), ((111, 156, 199), 34)]",5
128,Qualcomm,126,https://craft.co/qualcomm,https://uploads2.craft.co/uploads/company/logo/159xx/15994/normal_edc2d8701a55689a.png,"[((255, 255, 255), 12064), ((50, 83, 220), 2136), ((92, 108, 178), 188), ((181, 190, 233), 12)]",4
129,NGL Energy Partners,127,https://craft.co/ngl-energy-partners,https://uploads4.craft.co/uploads/company/logo/115xx/11550/normal_2eec7015ccf78fc9.jpg,"[((255, 255, 255), 3334), ((7, 95, 167), 190), ((138, 166, 188), 75), ((43, 76, 95), 1)]",4
130,CBRE Group,128,https://craft.co/cbre,https://uploads4.craft.co/uploads/company/logo/1164xx/116484/normal_3a883d840ab3e5b6.jpg,"[((1, 141, 78), 9562), ((63, 200, 61), 4024), ((255, 255, 255), 800), ((161, 215, 155), 14)]",4
131,Baker Hughes,129,https://craft.co/baker-hughes,https://uploads1.craft.co/uploads/company/logo/1714xx/171439/normal_f6c1a7b144694dc3.jpg,"[((255, 255, 255), 12760), ((34, 178, 143), 1052), ((55, 57, 56), 525), ((142, 148, 146), 63)]",4
132,Synnex,130,https://craft.co/synnex-corporation,https://uploads5.craft.co/uploads/company/logo/115xx/11503/normal_7ffce14892bbc9ee.jpg,"[((254, 254, 254), 2428), ((0, 83, 97), 1120), ((126, 165, 172), 52)]",3
133,Dollar Tree,131,https://craft.co/dollar-tree,https://uploads2.craft.co/uploads/company/logo/1213xx/121360/normal_33a540500777eb5f.png,"[((255, 255, 255), 2901), ((107, 192, 72), 2853), ((35, 31, 32), 464), ((171, 219, 151), 124), ((152, 150, 150), 58)]",5
134,Cummins,132,https://craft.co/cummins,https://uploads4.craft.co/uploads/company/logo/1058xx/105829/normal_8f7e52edf257b0bf.jpg,"[((255, 255, 255), 10436), ((35, 31, 32), 3776), ((145, 145, 145), 188)]",3
135,United Natural Foods,133,https://craft.co/united-natural-foods,https://uploads1.craft.co/uploads/company/logo/1983xx/198391/normal_8edf73ca74dd010b.jpg,"[((255, 255, 255), 12866), ((87, 74, 68), 1296), ((103, 162, 68), 153), ((170, 162, 160), 85)]",4
136,Micron Technology,134,https://craft.co/micron-technology,https://uploads5.craft.co/uploads/company/logo/255xx/25550/normal_abe3c96daaa82f34.jpeg,"[((255, 255, 255), 11981), ((1, 148, 215), 2359), ((133, 176, 193), 60)]",3
137,Amgen,135,https://craft.co/amgen,https://uploads5.craft.co/uploads/company/logo/313xx/31301/normal_3eb414a4ebcf0be0.jpg,"[((21, 125, 224), 12259), ((255, 255, 255), 2008), ((131, 176, 233), 79), ((0, 43, 197), 54)]",4
138,Penske Automotive Group,136,https://craft.co/penske-automotive-group,https://uploads5.craft.co/uploads/company/logo/2122xx/212265/normal_3775e88fb0dfe692.jpg,"[((255, 255, 255), 2895), ((237, 27, 36), 659), ((245, 170, 174), 44), ((239, 98, 104), 2)]",4
139,Visa,137,https://craft.co/visa,,0,0
140,Broadcom,138,https://craft.co/broadcom,https://uploads5.craft.co/uploads/company/logo/276xx/27679/normal_8e16a93b7880d5c2.png,"[((255, 255, 255), 8565), ((204, 8, 46), 5701), ((226, 127, 137), 133)]",3
141,Nucor,139,https://craft.co/nucor,https://uploads3.craft.co/uploads/company/logo/1213xx/121311/normal_f8eef1e4cf9c5e9f.jpeg,"[((255, 255, 255), 13605), ((1, 51, 0), 623), ((96, 143, 109), 172)]",3
142,Gilead Sciences,140,https://craft.co/gilead-sciences,https://uploads3.craft.co/uploads/company/logo/525xx/52595/normal_22d2ba3b381617a9.jpg,"[((255, 255, 255), 12797), ((198, 30, 63), 1489), ((226, 147, 168), 114)]",3
143,Southwest Airlines,141,https://craft.co/southwest-airlines,https://uploads4.craft.co/uploads/company/logo/19xx/1950/normal_06e1f74d6825417a.png,"[((255, 255, 255), 7765), ((17, 74, 161), 3756), ((233, 28, 35), 2059), ((253, 181, 20), 407), ((143, 173, 206), 295), ((232, 137, 132), 86), ((247, 215, 135), 27), ((0, 0, 113), 3), ((157, 150, 130), 1)]",9
144,Halliburton,142,https://craft.co/halliburton,https://uploads2.craft.co/uploads/company/logo/107xx/10748/normal_ac347ec41d775920.jpg,"[((204, 0, 1), 13797), ((255, 251, 251), 319), ((147, 48, 42), 191), ((244, 154, 146), 51), ((156, 135, 134), 28), ((53, 0, 0), 14)]",6
145,CenturyLink,143,https://craft.co/centurylink-cloud,,0,0
146,International Paper,144,https://craft.co/international-paper,https://uploads3.craft.co/uploads/company/logo/106xx/10661/normal_93d4417a49c0f9d4.jpeg,"[((255, 255, 255), 9673), ((1, 1, 3), 4375), ((92, 92, 92), 352)]",3
147,Eli Lilly,145,https://craft.co/eli-lilly,https://uploads3.craft.co/uploads/company/logo/20xx/2059/normal_8ee50ee9646c61e1.jpg,"[((255, 255, 255), 13679), ((152, 38, 28), 485), ((148, 93, 86), 220), ((253, 186, 160), 16)]",4
148,Aflac,146,https://craft.co/aflac,https://uploads4.craft.co/uploads/company/logo/897xx/89706/normal_3bc6a1ab4d163e1c.png,"[((255, 255, 255), 13089), ((1, 167, 225), 1230), ((250, 166, 71), 73), ((255, 226, 158), 5), ((0, 76, 158), 2)]",5
149,Lennar,147,https://craft.co/lennar,https://uploads2.craft.co/uploads/company/logo/1537xx/153727/normal_16def8e6ca842cb5.jpg,"[((255, 255, 255), 3427), ((91, 145, 192), 94), ((0, 71, 159), 79)]",3
150,Occidental Petroleum,148,https://craft.co/occidental-petroleum-corporation,https://uploads2.craft.co/uploads/company/logo/554xx/55437/normal_f62c2943b3f65ebf.jpg,"[((255, 255, 255), 2809), ((1, 89, 178), 439), ((191, 24, 41), 181), ((243, 147, 159), 93), ((132, 185, 227), 75), ((40, 97, 126), 2), ((255, 10, 25), 1)]",7
151,Union Pacific,149,https://craft.co/union-pacific,https://uploads1.craft.co/uploads/company/logo/1654xx/165493/normal_s8FiKiCm_400x400.png,"[((255, 255, 255), 4778), ((0, 73, 144), 773), ((227, 22, 53), 527), ((112, 153, 193), 147), ((242, 150, 164), 140), ((143, 41, 87), 35)]",6
152,Rite Aid,150,https://craft.co/rite-aid,https://uploads3.craft.co/uploads/company/logo/993xx/99380/normal_7a8fd0ef474168cd.jpg,"[((255, 255, 255), 12321), ((39, 63, 137), 1305), ((183, 207, 123), 489), ((115, 122, 132), 224), ((115, 165, 8), 39), ((167, 183, 242), 9), ((86, 134, 92), 7), ((0, 6, 41), 3), ((2, 31, 149), 3)]",9
153,PNC Financial Services Group,151,https://craft.co/the-pnc-financial-services-group,https://uploads3.craft.co/uploads/company/logo/2493xx/249379/normal_bcfbb5798901adec.png,"[((255, 255, 255), 3274), ((0, 95, 164), 141), ((244, 119, 20), 112), ((250, 192, 145), 41), ((113, 167, 206), 32)]",5
154,DuPont,152,https://craft.co/dupont,https://uploads2.craft.co/uploads/company/logo/2492xx/249295/normal_efc21665ba96fecf.jpg,"[((255, 255, 255), 12902), ((227, 54, 58), 1310), ((238, 125, 131), 188)]",3
155,Southern,153,https://craft.co/southern-company,https://uploads3.craft.co/uploads/company/logo/581xx/58132/normal_93ec76f6370667e2.png,"[((255, 255, 255), 11031), ((0, 187, 240), 1707), ((235, 28, 34), 1325), ((178, 210, 51), 228), ((241, 103, 107), 57), ((7, 118, 193), 19), ((222, 234, 147), 12), ((99, 182, 175), 12), ((243, 177, 175), 7), ((99, 170, 105), 1)]",10
156,AutoNation,154,https://craft.co/autonation,https://uploads3.craft.co/uploads/company/logo/852xx/85226/normal_1b78b046a35e918c.jpg,"[((254, 254, 254), 3377), ((99, 97, 98), 181), ((0, 0, 0), 42)]",3
157,DXC Technology,155,https://craft.co/dxc-technology,https://uploads5.craft.co/uploads/company/logo/17xx/1799/normal_7e1c096265ef5afb.jpg,"[((0, 0, 0), 12490), ((255, 255, 255), 1712), ((123, 123, 123), 198)]",3
158,McDonald's,156,https://craft.co/mcdonald-s,https://uploads3.craft.co/uploads/company/logo/20xx/2035/normal_NLjAILYa.png,"[((189, 0, 22), 5882), ((255, 225, 79), 453), ((236, 160, 63), 65)]",3
159,Marriott International,157,https://craft.co/marriot-international,https://uploads1.craft.co/uploads/company/logo/19xx/1945/normal_aa88d2286f06a254.jpg,"[((254, 254, 254), 13074), ((0, 0, 0), 939), ((104, 104, 104), 387)]",3
160,ManpowerGroup,158,https://craft.co/manpowergroup,https://uploads3.craft.co/uploads/company/logo/1502xx/150214/normal_029106303e3585fb.jpg,"[((255, 255, 255), 2775), ((231, 123, 35), 389), ((109, 143, 129), 232), ((98, 144, 196), 188), ((242, 193, 150), 16)]",5
161,Bank of New York Mellon,159,https://craft.co/bny-mellon,https://uploads3.craft.co/uploads/company/logo/108xx/10894/normal_990aac0b8052c96d.png,"[((255, 255, 255), 3073), ((176, 126, 37), 398), ((167, 165, 166), 129)]",3
162,Hartford Financial Services Group,160,https://craft.co/the-hartford,https://uploads5.craft.co/uploads/company/logo/104xx/10448/normal_97b64b1d07c0382a.jpg,"[((253, 253, 253), 12576), ((125, 43, 45), 1418), ((165, 134, 139), 350), ((11, 0, 0), 56)]",4
163,Danaher,161,https://craft.co/danaher,https://uploads1.craft.co/uploads/company/logo/391xx/39183/normal_bb2fa756569ebe70.jpg,"[((255, 255, 255), 13307), ((0, 83, 151), 564), ((70, 70, 70), 449), ((157, 157, 157), 67), ((0, 23, 135), 13)]",5
164,Whirlpool,162,https://craft.co/whirlpool,https://uploads5.craft.co/uploads/company/logo/405xx/40514/normal_c8a81854d7a06e2f.jpg,"[((253, 254, 255), 3279), ((44, 44, 46), 183), ((146, 141, 145), 69), ((255, 255, 190), 51), ((194, 193, 77), 14), ((85, 69, 9), 4)]",6
165,AECOM,163,https://craft.co/aecom,,0,0
166,Netflix,164,https://craft.co/netflix,https://uploads3.craft.co/uploads/company/logo/2xx/218/normal_89677de6b790b002.png,"[((0, 0, 0), 2657), ((229, 9, 20), 861), ((98, 3, 8), 82)]",3
167,Kohl's,165,https://craft.co/kohls,https://uploads5.craft.co/uploads/company/logo/2474xx/247419/normal_5a7cf71c66ce9290.jpg,"[((229, 241, 221), 13651), ((116, 161, 96), 747), ((107, 183, 51), 2)]",3
168,Lear,166,https://craft.co/lear-corporation,https://uploads1.craft.co/uploads/company/logo/1186xx/118619/normal_f70dc6d3688aadd0.jpg,"[((255, 255, 255), 9321), ((239, 49, 37), 4924), ((215, 101, 91), 135), ((212, 167, 148), 20)]",4
169,Altria Group,167,https://craft.co/altria-group,https://uploads4.craft.co/uploads/company/logo/2304xx/230419/normal_AG_pos_fullws_nor_a.jpg,"[((255, 255, 255), 4840), ((204, 0, 1), 314), ((254, 255, 153), 301), ((0, 52, 102), 252), ((204, 255, 0), 176), ((51, 203, 204), 126), ((0, 102, 203), 100), ((153, 153, 177), 72), ((255, 154, 102), 69), ((75, 204, 112), 63), ((254, 153, 0), 43), ((94, 201, 0), 27), ((162, 135, 80), 9), ((101, 202, 255), 8)]",14
170,Performance Food Group,168,https://craft.co/performance-food-group,https://uploads4.craft.co/uploads/company/logo/2493xx/249354/normal_fda7b01388e4d2eb.png,"[((255, 255, 255), 3180), ((170, 51, 57), 352), ((211, 150, 153), 68)]",3
171,Avnet,169,https://craft.co/avnet,https://uploads4.craft.co/uploads/company/logo/486xx/48625/normal_2251a3fab1144761.png,"[((255, 255, 255), 3035), ((0, 0, 0), 428), ((53, 191, 89), 73), ((136, 136, 136), 62), ((168, 228, 184), 2)]",5
172,Synchrony Financial,170,https://craft.co/synchrony-financial,https://uploads3.craft.co/uploads/company/logo/112xx/11217/normal_c5caa2471a1ac245.png,"[((233, 234, 235), 12341), ((255, 198, 0), 2016), ((241, 220, 160), 43)]",3
173,Genuine Parts,171,https://craft.co/genuine-parts-company,https://uploads1.craft.co/uploads/company/logo/1231xx/123168/normal_ff7cdd74dde93f58.jpg,"[((34, 67, 136), 11284), ((255, 175, 18), 1366), ((255, 254, 255), 1009), ((225, 198, 117), 354), ((84, 83, 65), 324), ((170, 170, 144), 31), ((151, 156, 188), 18), ((0, 0, 29), 14)]",8
174,NextEra Energy,172,https://craft.co/nextera-energy,https://uploads1.craft.co/uploads/company/logo/111xx/11123/normal_c53d8b9b122206b9.png,"[((255, 255, 255), 5913), ((176, 217, 124), 162), ((7, 144, 219), 158), ((101, 101, 101), 141), ((115, 188, 24), 19), ((142, 204, 239), 6), ((114, 190, 154), 1)]",7
175,CarMax,173,https://craft.co/carmax,https://uploads3.craft.co/uploads/company/logo/1261xx/126167/normal_0c15bbe58cfcc94f.jpg,"[((255, 216, 1), 11211), ((0, 52, 102), 2330), ((80, 98, 12), 362), ((0, 9, 0), 310), ((255, 251, 131), 169), ((181, 184, 113), 12), ((76, 92, 82), 6)]",7
176,Tenet Healthcare,174,https://craft.co/tenet-healthcare,https://uploads3.craft.co/uploads/company/logo/1157xx/115794/normal_f92f10ebf5fdcf8f.png,"[((255, 255, 255), 13285), ((40, 56, 145), 487), ((19, 168, 158), 223), ((244, 117, 35), 206), ((161, 168, 207), 167), ((249, 182, 139), 28), ((128, 141, 93), 1), ((107, 84, 120), 1), ((183, 94, 64), 1)]",9
177,Kimberly-Clark,175,https://craft.co/kimberly-clark,https://uploads1.craft.co/uploads/company/logo/18xx/1833/normal_76ec52d760c81d92.jpeg,"[((255, 255, 255), 9278), ((44, 49, 140), 4907), ((161, 167, 193), 215)]",3
178,Emerson Electric,176,https://craft.co/emerson,https://uploads1.craft.co/uploads/company/logo/110xx/11052/normal_1d9a5b69fc6c947a.jpeg,"[((255, 255, 255), 5889), ((141, 157, 180), 296), ((22, 64, 104), 211), ((13, 45, 130), 4)]",4
179,WestRock,177,https://craft.co/westrock,https://uploads2.craft.co/uploads/company/logo/1286xx/128670/normal_53ea178ebe5ad864.jpg,"[((255, 255, 255), 12810), ((19, 61, 103), 1090), ((125, 170, 199), 247), ((221, 130, 41), 144), ((239, 192, 146), 95), ((8, 129, 212), 7), ((123, 99, 55), 5), ((0, 2, 19), 2)]",8
180,CDW,178,https://craft.co/cdw,https://uploads2.craft.co/uploads/company/logo/1167xx/116724/normal_199a237ca6d0ee27.jpg,"[((255, 255, 255), 10087), ((203, 32, 38), 4060), ((221, 109, 108), 249), ((217, 166, 171), 4)]",4
181,Jones Lang LaSalle,179,https://craft.co/jones-lang-lasalle,https://uploads2.craft.co/uploads/company/logo/1381xx/138149/normal_ad0538c6cc0ac813.png,"[((255, 255, 255), 5645), ((203, 27, 22), 324), ((0, 0, 0), 224), ((223, 145, 144), 118), ((136, 136, 136), 88), ((146, 59, 58), 1)]",6
182,Sherwin-Williams,180,https://craft.co/sherwin-williams,https://uploads1.craft.co/uploads/company/logo/1146xx/114619/normal_d4e2195b129036ce.jpg,"[((0, 103, 178), 13130), ((248, 255, 255), 1009), ((113, 144, 175), 253), ((63, 72, 71), 7), ((0, 13, 39), 1)]",5
183,Fluor,181,https://craft.co/fluor,https://uploads5.craft.co/uploads/company/logo/325xx/32564/normal_483977f47ece74a8.jpg,"[((255, 255, 255), 3404), ((60, 72, 124), 170), ((161, 166, 188), 26)]",3
184,PayPal Holdings,182,https://craft.co/paypal,https://uploads4.craft.co/uploads/company/logo/9xx/999/normal_e558fac1d9dfd0b7.jpg,"[((255, 255, 255), 2342), ((16, 36, 135), 816), ((0, 154, 226), 426), ((129, 138, 155), 9), ((47, 64, 107), 4), ((95, 201, 225), 3)]",6
185,D.R. Horton,183,https://craft.co/r-d-fasteners-inc,https://uploads2.craft.co/uploads/company/logo/5813xx/581369/normal_8f6ca1f90bba8730.png,"[((255, 255, 255), 4060), ((38, 34, 35), 1030), ((250, 214, 126), 372), ((109, 110, 111), 300), ((255, 194, 33), 191), ((124, 107, 49), 22)]",6
186,HollyFrontier,184,https://craft.co/hollyfrontier-corporation,https://uploads1.craft.co/uploads/company/logo/107xx/10753/normal_72a15adbc7f7f974.jpeg,"[((255, 255, 255), 6191), ((142, 147, 151), 206), ((62, 67, 71), 3)]",3
187,Tenneco,185,https://craft.co/tenneco,https://uploads3.craft.co/uploads/company/logo/735xx/73502/normal_jgjMGLy7.jpeg,"[((255, 255, 255), 5870), ((0, 0, 0), 317), ((126, 77, 60), 172), ((151, 152, 154), 41)]",4
188,EOG Resources,186,https://craft.co/eog-resources,https://uploads4.craft.co/uploads/company/logo/1702xx/170238/normal_d78af6e3033e835a.png,"[((255, 255, 255), 3218), ((238, 46, 35), 215), ((34, 30, 31), 82), ((246, 159, 154), 73), ((123, 122, 122), 12)]",5
189,Becton Dickinson,187,https://craft.co/becton-dickinson,https://uploads3.craft.co/uploads/company/logo/108xx/10893/normal_xug2BafP.jpg,"[((254, 254, 254), 5641), ((240, 121, 41), 302), ((18, 54, 132), 298), ((255, 201, 143), 90), ((85, 101, 135), 60), ((161, 188, 231), 9)]",6
190,Lincoln National,188,https://craft.co/lincoln-foodservice-products,,0,0
191,PG&E,189,https://craft.co/pg-lifelink,,0,0
192,salesforce.com,190,https://craft.co/salesforce,https://uploads4.craft.co/uploads/company/logo/18xx/1878/normal_758a474d71682cc2.jpg,"[((255, 255, 255), 9711), ((0, 161, 225), 4635), ((112, 148, 148), 45), ((139, 235, 255), 5), ((14, 72, 92), 4)]",5
193,Mastercard,191,https://craft.co/mastercard,https://uploads3.craft.co/uploads/company/logo/20xx/2003/normal_c195c2575ff36656.png,"[((248, 247, 245), 2851), ((235, 0, 27), 408), ((247, 158, 27), 314), ((242, 128, 139), 19), ((248, 204, 139), 8)]",5
194,General Mills,192,https://craft.co/general-mills,https://uploads2.craft.co/uploads/company/logo/20xx/2029/normal_dbb322b60ef85623.png,"[((255, 255, 255), 11346), ((6, 85, 162), 2656), ((226, 32, 40), 304), ((139, 175, 211), 61), ((237, 113, 116), 18), ((0, 30, 133), 14)]",6
195,Molina Healthcare,193,https://craft.co/molina-healthcare,https://uploads3.craft.co/uploads/company/logo/536xx/53644/normal_234e96610bbc47b0.jpg,"[((255, 255, 255), 2474), ((1, 174, 190), 1126)]",2
196,Cognizant Technology Solutions,194,https://craft.co/cognizant,https://uploads3.craft.co/uploads/company/logo/18xx/1859/normal_945e1eecb2562ae9.png,"[((0, 51, 160), 13417), ((255, 255, 255), 714), ((166, 184, 222), 206), ((83, 117, 191), 62)]",4
197,Marsh & McLennan,195,https://craft.co/marsh-mclennan-comp,https://uploads2.craft.co/uploads/company/logo/1203xx/120341/normal_c3cffc0279a87ef0.jpeg,"[((255, 255, 255), 12676), ((0, 177, 210), 1138), ((3, 67, 115), 327), ((137, 140, 145), 137), ((0, 0, 4), 120), ((147, 254, 255), 1), ((10, 69, 67), 1)]",7
198,XPO Logistics,196,https://craft.co/xpo-logistics,https://uploads1.craft.co/uploads/company/logo/816xx/81621/normal_AAEAAQAAAAAAAALrAAAAJGFiY2EzZDZhLTk5YTEtNDNiMS05NjM0LTg3YmE4MGYzY2I0MA.png,"[((255, 255, 255), 4998), ((206, 0, 0), 1251), ((235, 154, 153), 146), ((223, 85, 85), 5)]",4
199,Dominion Energy,197,https://craft.co/dominion-energy,https://uploads4.craft.co/uploads/company/logo/1160xx/116006/normal_5009438c25bbe006.png,"[((255, 255, 255), 11571), ((0, 113, 185), 2735), ((107, 177, 216), 93)]",3
